test-10.dat Yes 0.502151
test-11.dat Yes 0.881250
test-12.dat Yes 0.570656
test-12.dat Yes 0.663533
test-13.dat Yes 0.684236
test-14.dat Yes 0.821637
test-15.dat No match
test-15.dat Yes 0.916129
test-16.dat No match
test-16.dat No match
test-16.dat No match
test-16.dat No match
test-17.dat Yes 0.675144
test-18.dat Yes 0.713777
test-19.dat Yes 0.539081
test-19.dat No match
test-2.dat No match
test-2.dat No match
test-20.dat Yes 0.640034
test-21.dat No match
test-21.dat Yes 0.542079
test-21.dat No match
test-22.dat No match
test-22.dat No match
test-22.dat No match
test-22.dat Yes 0.738400
test-23.dat No match
test-23.dat Yes 0.621392
test-24.dat Yes 0.850623
test-25.dat No match
test-25.dat No match
test-25.dat No match
test-25.dat Yes 0.838235
test-26.dat No match
test-26.dat No match
test-26.dat No match
test-26.dat No match
test-27.dat Yes 0.838397
test-28.dat Yes 0.752116
test-28.dat Yes 0.862224
test-29.dat Yes 0.566516
test-3.dat No match
